date,hour_ending,interval_start_local,interval_end_local,is_extra_dst_hour,location_id,location_name,location_type,lmp,energy_component,congestion_component,marginal_loss_component
2025-01-01,01,2025-01-01 00:00:00,2025-01-01 01:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,56.45,55.51,0.0,0.94
2025-01-01,02,2025-01-01 01:00:00,2025-01-01 02:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,42.41,41.78,0.0,0.63
2025-01-01,03,2025-01-01 02:00:00,2025-01-01 03:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,33.63,33.17,0.0,0.46
2025-01-01,04,2025-01-01 03:00:00,2025-01-01 04:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,32.8,32.38,0.0,0.42
2025-01-01,05,2025-01-01 04:00:00,2025-01-01 05:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,31.95,31.51,0.03,0.41
2025-01-01,06,2025-01-01 05:00:00,2025-01-01 06:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,32.77,32.3,0.05,0.42
2025-01-01,07,2025-01-01 06:00:00,2025-01-01 07:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,32.52,32.05,0.07,0.4
2025-01-01,08,2025-01-01 07:00:00,2025-01-01 08:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,32.07,31.64,0.03,0.4
2025-01-01,09,2025-01-01 08:00:00,2025-01-01 09:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,31.91,31.46,0.0,0.45
2025-01-01,10,2025-01-01 09:00:00,2025-01-01 10:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,32.1,31.61,0.03,0.46
2025-01-01,11,2025-01-01 10:00:00,2025-01-01 11:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,36.08,35.49,0.04,0.55
2025-01-01,12,2025-01-01 11:00:00,2025-01-01 12:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,37.22,36.54,0.04,0.64
2025-01-01,13,2025-01-01 12:00:00,2025-01-01 13:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,40.65,39.82,0.08,0.75
2025-01-01,14,2025-01-01 13:00:00,2025-01-01 14:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,42.85,41.99,0.05,0.81
2025-01-01,15,2025-01-01 14:00:00,2025-01-01 15:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,41.48,40.57,0.11,0.8
2025-01-01,16,2025-01-01 15:00:00,2025-01-01 16:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,44.89,43.89,0.13,0.87
2025-01-01,17,2025-01-01 16:00:00,2025-01-01 17:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,49.13,48.04,0.1,0.99
2025-01-01,18,2025-01-01 17:00:00,2025-01-01 18:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,55.72,54.45,0.06,1.21
2025-01-01,19,2025-01-01 18:00:00,2025-01-01 19:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,46.6,45.59,0.0,1.01
2025-01-01,20,2025-01-01 19:00:00,2025-01-01 20:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,46.72,45.75,0.0,0.97
2025-01-01,21,2025-01-01 20:00:00,2025-01-01 21:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,41.0,40.19,0.0,0.81
2025-01-01,22,2025-01-01 21:00:00,2025-01-01 22:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,38.04,37.32,0.0,0.72
2025-01-01,23,2025-01-01 22:00:00,2025-01-01 23:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,38.1,37.4,0.0,0.7
2025-01-01,24,2025-01-01 23:00:00,2025-01-02 00:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,37.86,37.17,0.0,0.69
2025-01-02,01,2025-01-02 00:00:00,2025-01-02 01:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,38.7,37.99,0.0,0.71
2025-01-02,02,2025-01-02 01:00:00,2025-01-02 02:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,38.85,38.19,0.0,0.66
2025-01-02,03,2025-01-02 02:00:00,2025-01-02 03:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,38.19,37.56,0.01,0.62
2025-01-02,04,2025-01-02 03:00:00,2025-01-02 04:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,35.29,34.71,0.03,0.55
2025-01-02,05,2025-01-02 04:00:00,2025-01-02 05:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,37.92,37.3,0.03,0.59
2025-01-02,06,2025-01-02 05:00:00,2025-01-02 06:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,46.55,45.71,0.0,0.84
2025-01-02,07,2025-01-02 06:00:00,2025-01-02 07:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,59.03,57.83,0.02,1.18
2025-01-02,08,2025-01-02 07:00:00,2025-01-02 08:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,70.64,69.16,0.05,1.43
2025-01-02,09,2025-01-02 08:00:00,2025-01-02 09:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,52.71,51.58,0.04,1.09
2025-01-02,10,2025-01-02 09:00:00,2025-01-02 10:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,39.41,38.68,0.0,0.73
2025-01-02,11,2025-01-02 10:00:00,2025-01-02 11:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,40.37,39.66,0.02,0.69
2025-01-02,12,2025-01-02 11:00:00,2025-01-02 12:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,50.5,49.69,0.05,0.76
2025-01-02,13,2025-01-02 12:00:00,2025-01-02 13:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,51.34,50.52,0.05,0.77
2025-01-02,14,2025-01-02 13:00:00,2025-01-02 14:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,56.16,55.18,0.07,0.91
2025-01-02,15,2025-01-02 14:00:00,2025-01-02 15:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,62.25,61.03,0.06,1.16
2025-01-02,16,2025-01-02 15:00:00,2025-01-02 16:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,82.73,80.98,0.08,1.67
2025-01-02,17,2025-01-02 16:00:00,2025-01-02 17:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,101.67,99.4,0.11,2.16
2025-01-02,18,2025-01-02 17:00:00,2025-01-02 18:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,90.49,88.45,0.18,1.86
2025-01-02,19,2025-01-02 18:00:00,2025-01-02 19:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,113.08,110.62,0.28,2.18
2025-01-02,20,2025-01-02 19:00:00,2025-01-02 20:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,89.42,87.41,0.22,1.79
2025-01-02,21,2025-01-02 20:00:00,2025-01-02 21:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,94.92,92.7,0.24,1.98
2025-01-02,22,2025-01-02 21:00:00,2025-01-02 22:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,84.91,82.9,0.22,1.79
2025-01-02,23,2025-01-02 22:00:00,2025-01-02 23:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,72.64,71.02,0.17,1.45
2025-01-02,24,2025-01-02 23:00:00,2025-01-03 00:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,57.61,56.36,0.14,1.11
2025-01-03,01,2025-01-03 00:00:00,2025-01-03 01:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,66.76,65.34,0.15,1.27
2025-01-03,02,2025-01-03 01:00:00,2025-01-03 02:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,67.39,65.96,0.18,1.25
2025-01-03,03,2025-01-03 02:00:00,2025-01-03 03:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,63.98,62.66,0.16,1.16
2025-01-03,04,2025-01-03 03:00:00,2025-01-03 04:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,64.23,62.91,0.15,1.17
2025-01-03,05,2025-01-03 04:00:00,2025-01-03 05:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,79.2,77.53,0.22,1.45
2025-01-03,06,2025-01-03 05:00:00,2025-01-03 06:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,88.9,86.96,0.25,1.69
2025-01-03,07,2025-01-03 06:00:00,2025-01-03 07:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,71.38,69.82,0.19,1.37
2025-01-03,08,2025-01-03 07:00:00,2025-01-03 08:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,56.74,55.58,0.12,1.04
2025-01-03,09,2025-01-03 08:00:00,2025-01-03 09:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,71.93,70.42,0.09,1.42
2025-01-03,10,2025-01-03 09:00:00,2025-01-03 10:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,77.73,75.89,0.17,1.67
2025-01-03,11,2025-01-03 10:00:00,2025-01-03 11:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,41.33,40.49,0.11,0.73
2025-01-03,12,2025-01-03 11:00:00,2025-01-03 12:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,70.69,69.17,0.17,1.35
2025-01-03,13,2025-01-03 12:00:00,2025-01-03 13:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,72.15,70.48,0.16,1.51
2025-01-03,14,2025-01-03 13:00:00,2025-01-03 14:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,71.73,70.04,0.17,1.52
2025-01-03,15,2025-01-03 14:00:00,2025-01-03 15:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,70.48,68.95,0.12,1.41
2025-01-03,16,2025-01-03 15:00:00,2025-01-03 16:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,109.39,107.08,0.07,2.24
2025-01-03,17,2025-01-03 16:00:00,2025-01-03 17:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,136.7,133.69,0.04,2.97
2025-01-03,18,2025-01-03 17:00:00,2025-01-03 18:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,182.01,177.91,0.0,4.1
2025-01-03,19,2025-01-03 18:00:00,2025-01-03 19:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,122.34,119.65,0.0,2.69
2025-01-03,20,2025-01-03 19:00:00,2025-01-03 20:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,148.02,144.61,0.07,3.34
2025-01-03,21,2025-01-03 20:00:00,2025-01-03 21:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,101.93,99.65,0.0,2.28
2025-01-03,22,2025-01-03 21:00:00,2025-01-03 22:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,86.89,84.99,0.0,1.9
2025-01-03,23,2025-01-03 22:00:00,2025-01-03 23:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,78.47,76.86,0.0,1.61
2025-01-03,24,2025-01-03 23:00:00,2025-01-04 00:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,86.93,85.38,0.0,1.55
2025-01-04,01,2025-01-04 00:00:00,2025-01-04 01:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,111.86,110.23,0.0,1.63
2025-01-04,02,2025-01-04 01:00:00,2025-01-04 02:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,118.35,116.68,0.0,1.67
2025-01-04,03,2025-01-04 02:00:00,2025-01-04 03:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,149.87,147.74,0.0,2.13
2025-01-04,04,2025-01-04 03:00:00,2025-01-04 04:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,97.72,96.35,0.0,1.37
2025-01-04,05,2025-01-04 04:00:00,2025-01-04 05:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,142.56,140.61,0.0,1.95
2025-01-04,06,2025-01-04 05:00:00,2025-01-04 06:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,82.29,81.13,0.0,1.16
2025-01-04,07,2025-01-04 06:00:00,2025-01-04 07:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,71.1,70.04,0.0,1.06
2025-01-04,08,2025-01-04 07:00:00,2025-01-04 08:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,69.53,68.54,0.0,0.99
2025-01-04,09,2025-01-04 08:00:00,2025-01-04 09:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,59.58,58.73,0.0,0.85
2025-01-04,10,2025-01-04 09:00:00,2025-01-04 10:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,45.82,45.25,0.0,0.57
2025-01-04,11,2025-01-04 10:00:00,2025-01-04 11:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,-4.58,-4.53,0.0,-0.05
2025-01-04,12,2025-01-04 11:00:00,2025-01-04 12:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,46.11,45.72,0.0,0.39
2025-01-04,13,2025-01-04 12:00:00,2025-01-04 13:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,27.49,27.28,0.0,0.21
2025-01-04,14,2025-01-04 13:00:00,2025-01-04 14:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,14.29,14.15,0.0,0.14
2025-01-04,15,2025-01-04 14:00:00,2025-01-04 15:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,95.54,94.51,0.0,1.03
2025-01-04,16,2025-01-04 15:00:00,2025-01-04 16:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,106.14,104.7,0.0,1.44
2025-01-04,17,2025-01-04 16:00:00,2025-01-04 17:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,170.51,167.73,0.0,2.78
2025-01-04,18,2025-01-04 17:00:00,2025-01-04 18:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,173.48,170.49,0.0,2.99
2025-01-04,19,2025-01-04 18:00:00,2025-01-04 19:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,171.21,168.25,0.0,2.96
2025-01-04,20,2025-01-04 19:00:00,2025-01-04 20:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,161.96,159.27,0.0,2.69
2025-01-04,21,2025-01-04 20:00:00,2025-01-04 21:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,164.12,161.56,0.0,2.56
2025-01-04,22,2025-01-04 21:00:00,2025-01-04 22:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,138.22,136.11,0.0,2.11
2025-01-04,23,2025-01-04 22:00:00,2025-01-04 23:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,119.64,117.96,0.0,1.68
2025-01-04,24,2025-01-04 23:00:00,2025-01-05 00:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,117.58,116.06,0.0,1.52
2025-01-05,01,2025-01-05 00:00:00,2025-01-05 01:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,99.98,98.66,0.0,1.32
2025-01-05,02,2025-01-05 01:00:00,2025-01-05 02:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,88.46,87.35,0.0,1.11
2025-01-05,03,2025-01-05 02:00:00,2025-01-05 03:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,66.03,65.24,0.0,0.79
2025-01-05,04,2025-01-05 03:00:00,2025-01-05 04:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,69.65,68.89,0.0,0.76
2025-01-05,05,2025-01-05 04:00:00,2025-01-05 05:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,88.72,87.75,0.0,0.97
2025-01-05,06,2025-01-05 05:00:00,2025-01-05 06:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,91.16,90.1,0.0,1.06
2025-01-05,07,2025-01-05 06:00:00,2025-01-05 07:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,90.9,89.78,0.0,1.12
2025-01-05,08,2025-01-05 07:00:00,2025-01-05 08:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,95.29,94.02,0.0,1.27
2025-01-05,09,2025-01-05 08:00:00,2025-01-05 09:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,70.27,69.3,0.0,0.97
2025-01-05,10,2025-01-05 09:00:00,2025-01-05 10:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,4.37,4.31,0.0,0.06
2025-01-05,11,2025-01-05 10:00:00,2025-01-05 11:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,73.88,73.03,0.0,0.85
2025-01-05,12,2025-01-05 11:00:00,2025-01-05 12:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,87.43,86.55,0.0,0.88
2025-01-05,13,2025-01-05 12:00:00,2025-01-05 13:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,87.95,87.0,0.02,0.93
2025-01-05,14,2025-01-05 13:00:00,2025-01-05 14:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,99.78,98.47,0.05,1.26
2025-01-05,15,2025-01-05 14:00:00,2025-01-05 15:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,116.01,114.25,0.02,1.74
2025-01-05,16,2025-01-05 15:00:00,2025-01-05 16:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,133.96,131.96,0.01,1.99
2025-01-05,17,2025-01-05 16:00:00,2025-01-05 17:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,158.5,155.74,0.07,2.69
2025-01-05,18,2025-01-05 17:00:00,2025-01-05 18:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,207.23,203.65,0.0,3.58
2025-01-05,19,2025-01-05 18:00:00,2025-01-05 19:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,205.92,202.34,0.0,3.58
2025-01-05,20,2025-01-05 19:00:00,2025-01-05 20:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,191.63,188.44,0.0,3.19
2025-01-05,21,2025-01-05 20:00:00,2025-01-05 21:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,182.35,179.46,0.0,2.89
2025-01-05,22,2025-01-05 21:00:00,2025-01-05 22:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,160.3,157.75,0.02,2.53
2025-01-05,23,2025-01-05 22:00:00,2025-01-05 23:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,155.52,153.21,0.15,2.16
2025-01-05,24,2025-01-05 23:00:00,2025-01-06 00:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,88.63,87.49,0.09,1.05
2025-01-06,01,2025-01-06 00:00:00,2025-01-06 01:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,89.88,88.75,0.04,1.09
2025-01-06,02,2025-01-06 01:00:00,2025-01-06 02:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,97.2,96.14,0.01,1.05
2025-01-06,03,2025-01-06 02:00:00,2025-01-06 03:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,82.3,81.46,0.03,0.81
2025-01-06,04,2025-01-06 03:00:00,2025-01-06 04:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,82.35,81.58,0.03,0.74
2025-01-06,05,2025-01-06 04:00:00,2025-01-06 05:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,89.02,88.22,0.0,0.8
2025-01-06,06,2025-01-06 05:00:00,2025-01-06 06:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,100.1,99.05,0.08,0.97
2025-01-06,07,2025-01-06 06:00:00,2025-01-06 07:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,100.55,99.34,0.0,1.21
2025-01-06,08,2025-01-06 07:00:00,2025-01-06 08:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,120.84,119.29,0.0,1.55
2025-01-06,09,2025-01-06 08:00:00,2025-01-06 09:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,132.37,130.73,0.0,1.64
2025-01-06,10,2025-01-06 09:00:00,2025-01-06 10:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,185.82,184.09,-0.1,1.83
2025-01-06,11,2025-01-06 10:00:00,2025-01-06 11:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,222.15,221.98,-1.99,2.16
2025-01-06,12,2025-01-06 11:00:00,2025-01-06 12:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,172.27,171.75,-1.36,1.88
2025-01-06,13,2025-01-06 12:00:00,2025-01-06 13:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,134.59,133.57,-0.5,1.52
2025-01-06,14,2025-01-06 13:00:00,2025-01-06 14:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,129.66,128.88,-0.69,1.47
2025-01-06,15,2025-01-06 14:00:00,2025-01-06 15:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,126.1,125.56,-0.63,1.17
2025-01-06,16,2025-01-06 15:00:00,2025-01-06 16:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,117.77,117.11,-0.45,1.11
2025-01-06,17,2025-01-06 16:00:00,2025-01-06 17:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,130.03,129.39,-0.66,1.3
2025-01-06,18,2025-01-06 17:00:00,2025-01-06 18:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,174.82,174.34,-1.31,1.79
2025-01-06,19,2025-01-06 18:00:00,2025-01-06 19:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,162.36,162.07,-1.18,1.47
2025-01-06,20,2025-01-06 19:00:00,2025-01-06 20:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,113.38,112.7,-0.35,1.03
2025-01-06,21,2025-01-06 20:00:00,2025-01-06 21:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,110.65,109.88,-0.3,1.07
2025-01-06,22,2025-01-06 21:00:00,2025-01-06 22:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,93.29,92.27,-0.04,1.06
2025-01-06,23,2025-01-06 22:00:00,2025-01-06 23:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,127.02,125.33,0.0,1.69
2025-01-06,24,2025-01-06 23:00:00,2025-01-07 00:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,95.79,94.57,0.0,1.22
2025-01-07,01,2025-01-07 00:00:00,2025-01-07 01:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,96.01,94.85,0.0,1.16
2025-01-07,02,2025-01-07 01:00:00,2025-01-07 02:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,124.32,122.87,0.0,1.45
2025-01-07,03,2025-01-07 02:00:00,2025-01-07 03:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,134.1,132.63,0.0,1.47
2025-01-07,04,2025-01-07 03:00:00,2025-01-07 04:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,147.41,145.68,0.0,1.73
2025-01-07,05,2025-01-07 04:00:00,2025-01-07 05:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,206.74,204.17,0.0,2.57
2025-01-07,06,2025-01-07 05:00:00,2025-01-07 06:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,213.54,210.65,0.0,2.89
2025-01-07,07,2025-01-07 06:00:00,2025-01-07 07:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,253.92,250.01,0.0,3.91
2025-01-07,08,2025-01-07 07:00:00,2025-01-07 08:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,227.6,223.6,0.0,4.0
2025-01-07,09,2025-01-07 08:00:00,2025-01-07 09:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,165.91,162.89,0.0,3.02
2025-01-07,10,2025-01-07 09:00:00,2025-01-07 10:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,139.05,136.72,0.0,2.33
2025-01-07,11,2025-01-07 10:00:00,2025-01-07 11:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,151.02,148.62,0.0,2.4
2025-01-07,12,2025-01-07 11:00:00,2025-01-07 12:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,123.69,121.55,0.0,2.14
2025-01-07,13,2025-01-07 12:00:00,2025-01-07 13:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,122.27,120.0,0.0,2.27
2025-01-07,14,2025-01-07 13:00:00,2025-01-07 14:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,115.93,113.84,0.0,2.09
2025-01-07,15,2025-01-07 14:00:00,2025-01-07 15:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,119.02,116.86,-0.02,2.18
2025-01-07,16,2025-01-07 15:00:00,2025-01-07 16:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,135.7,133.44,-0.25,2.51
2025-01-07,17,2025-01-07 16:00:00,2025-01-07 17:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,153.93,151.1,-0.09,2.92
2025-01-07,18,2025-01-07 17:00:00,2025-01-07 18:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,182.25,178.39,0.05,3.81
2025-01-07,19,2025-01-07 18:00:00,2025-01-07 19:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,155.51,152.34,0.02,3.15
2025-01-07,20,2025-01-07 19:00:00,2025-01-07 20:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,145.83,143.03,0.01,2.79
2025-01-07,21,2025-01-07 20:00:00,2025-01-07 21:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,151.92,149.16,0.01,2.75
2025-01-07,22,2025-01-07 21:00:00,2025-01-07 22:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,134.17,131.94,0.0,2.23
2025-01-07,23,2025-01-07 22:00:00,2025-01-07 23:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,138.42,136.16,0.0,2.26
2025-01-07,24,2025-01-07 23:00:00,2025-01-08 00:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,140.51,138.48,0.0,2.03
2025-01-08,01,2025-01-08 00:00:00,2025-01-08 01:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,134.13,132.49,0.0,1.64
2025-01-08,02,2025-01-08 01:00:00,2025-01-08 02:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,124.64,123.26,0.0,1.38
2025-01-08,03,2025-01-08 02:00:00,2025-01-08 03:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,127.68,126.29,0.0,1.39
2025-01-08,04,2025-01-08 03:00:00,2025-01-08 04:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,127.19,125.81,0.0,1.38
2025-01-08,05,2025-01-08 04:00:00,2025-01-08 05:00:00,False,11136,LD.E_CAMBRG13.8,NETWORK NODE,117.2,115.8,0.0,1.4
